,종목명,현재가,전일비,등락률,액면가,거래량,상장주식수,시가총액,외국인비율,PER,ROE
1781,SOL 한국형글로벌전기차&2차전지액티브,"11,060",10,-0.09%,0,"3,637",740,82,0.02,N/A,N/A
1782,ACE 미국나스닥100채권혼합액티브,"10,230",45,-0.44%,0,"6,433",800,82,0.00,N/A,N/A
1783,ACE 삼성그룹동일가중,"16,365",80,+0.49%,0,22,500,82,0.00,N/A,N/A
1784,삼성 FnGuide 웹 3.0 ETN,"8,175",245,+3.09%,0,22,"1,000",82,0.00,N/A,N/A
1785,KB STAR 50 ETN,"8,175",35,-0.43%,0,1,"1,000",82,0.00,N/A,N/A
1786,KODEX 코스닥150롱코스피200숏선물,"10,205",60,+0.59%,0,27,800,82,0.00,N/A,N/A
1787,히어로즈 미국달러SOFR금리액티브(합성),"10,060",110,-1.08%,0,15,810,81,0.00,N/A,N/A
1788,KB FnGuide 언택트 ETN,"8,145",145,+1.81%,0,4,"1,000",81,0.00,N/A,N/A
1789,KBSTAR 미국장기국채선물(H),"9,050",75,+0.84%,0,"4,996",900,81,0.00,N/A,N/A
1790,KB 인버스 2X S&P 500 선물 ETN,"8,130",230,-2.75%,0,"1,589","1,000",81,0.00,N/A,N/A
1791,히어로즈 TDF2050액티브,"10,800",10,+0.09%,0,323,750,81,0.00,N/A,N/A
1792,TIGER 200동일가중,"10,790",105,+0.98%,0,5,750,81,0.00,N/A,N/A
1793,SOL 미국30년국채액티브(H),"10,105",55,+0.55%,0,"84,618",800,81,0.00,N/A,N/A
1794,대상홀딩스우,"8,830",20,+0.23%,"1,000","7,238",913,81,1.23,9.17,N/A
1795,KBSTAR 글로벌자산배분액티브,"10,030",25,+0.25%,0,497,800,80,0.00,N/A,N/A
1796,KBSTAR 미국S&P배당킹,"10,030",5,+0.05%,0,"169,594",800,80,0.00,N/A,N/A
1797,KBSTAR 글로벌주식분산액티브,"10,015",0,0.00%,0,"1,067",800,80,0.00,N/A,N/A
1798,ACE 밸류대형,"8,845",70,+0.80%,0,32,900,80,0.00,N/A,N/A
1799,KOSEF 200선물레버리지,"15,605",270,+1.76%,0,"10,065",510,80,0.00,N/A,N/A
1800,SOL 차이나태양광CSI(합성),"6,630",50,-0.75%,0,626,"1,200",80,0.00,N/A,N/A
1801,ACE 코스피,"26,510",175,+0.66%,0,162,300,80,0.00,N/A,N/A
1802,에셋플러스 글로벌영에이지액티브,"11,695",90,+0.78%,0,140,680,80,0.00,N/A,N/A
1803,ARIRANG KS로우사이즈가중TR,"15,900",55,+0.35%,0,"57,852",500,80,0.00,N/A,N/A
1804,ACE 미국S&P500채권혼합액티브,"9,920",85,-0.85%,0,"4,528",800,79,0.00,N/A,N/A
1805,ACE 글로벌인컴TOP10 SOLACTIVE,"9,915",40,-0.40%,0,"8,588",800,79,0.00,N/A,N/A
1806,신한 인버스 다우존스지수 선물 ETN(H),"3,950",15,-0.38%,0,116,"2,000",79,0.00,N/A,N/A
1807,QV US 500 ETN(H),"11,275",0,0.00%,0,0,700,79,0.00,N/A,N/A
1808,SOL KRX기후변화솔루션,"13,145",255,+1.98%,0,"2,426",600,79,0.00,N/A,N/A
1809,마이다스 200커버드콜5%OTM,"13,125",90,+0.69%,0,20,600,79,0.00,N/A,N/A
1810,메리츠 CSI 300 ETN,"7,865",0,0.00%,0,0,"1,000",79,0.00,N/A,N/A
1811,KBSTAR KRX기후변화솔루션,"13,020",220,+1.72%,0,25,600,78,0.00,N/A,N/A
1812,KODEX 한중전기차(합성),"11,145",45,-0.40%,0,137,700,78,0.00,N/A,N/A
1813,SOL 차이나육성산업액티브(합성),"7,080",55,-0.77%,0,"1,523","1,100",78,0.41,N/A,N/A
1814,HANARO 유로존국채25년플러스(합성 H),"48,615",660,+1.38%,0,15,160,78,0.00,N/A,N/A
1815,KB 인버스 KOSPI 200 선물 ETN,"11,100",145,-1.29%,0,45,700,78,0.00,N/A,N/A
1816,HANARO 원자력iSelect,"11,950",220,+1.88%,0,"40,254",650,78,0.00,N/A,N/A
1817,ACE 스마트밸류,"12,905",145,+1.14%,0,38,600,77,0.00,N/A,N/A
1818,KB 레버리지 은 선물 ETN(H),"15,480","1,160",+8.10%,0,"1,699",500,77,0.00,N/A,N/A
1819,TIGER 금은선물(H),"9,650",115,+1.21%,0,"1,968",800,77,0.00,N/A,N/A
1820,KBSTAR 주식혼합,"38,595",165,+0.43%,0,4,200,77,0.00,N/A,N/A
1821,KOSEF 미국방어배당성장나스닥,"12,865",90,-0.69%,0,"2,226",600,77,0.00,N/A,N/A
1822,태영건설우,"5,910",150,-2.48%,500,"2,373","1,302",77,0.52,2.99,N/A
1823,BNK 미래전략기술액티브,"10,220",140,+1.39%,0,"2,643",750,77,0.00,N/A,N/A
1824,TIGER KTOP30,"9,010",80,+0.90%,0,"7,951",850,77,0.00,N/A,N/A
1825,ACE 스마트퀄리티,"15,195",150,+1.00%,0,"5,025",500,76,0.00,N/A,N/A
1826,HANARO 미국S&P500,"10,780",50,-0.46%,0,34,700,75,0.00,N/A,N/A
1827,메리츠 국채30년 ETN,"7,540",80,+1.07%,0,"4,559","1,000",75,0.00,N/A,N/A
1828,히어로즈 미국성장기업30액티브,"10,035",25,-0.25%,0,63,750,75,0.00,N/A,N/A
1829,KODEX Fn멀티팩터,"12,520",115,+0.93%,0,7,600,75,0.00,N/A,N/A
1830,히어로즈 TDF2040액티브,"10,730",0,0.00%,0,0,700,75,0.00,N/A,N/A
1831,KODEX 콩선물(H),"14,970",395,-2.57%,0,"2,868",500,75,0.00,N/A,N/A
1832,KOSEF Fn유전자혁신기술,"9,975",280,+2.89%,0,624,750,75,0.00,N/A,N/A
1833,신한 인버스 2X 10년 국채선물 ETN,"10,660",0,0.00%,0,0,700,75,0.00,N/A,N/A
1834,KB 인버스 2X 은 선물 ETN(H),"14,885","1,305",-8.06%,0,"1,068",500,74,0.00,N/A,N/A
1835,KODEX 혁신기술테마액티브,"12,325",80,+0.65%,0,98,600,74,0.00,N/A,N/A
1836,HANARO CAPEX설비투자iSelect,"12,320",0,0.00%,0,942,600,74,0.00,N/A,N/A
1837,히어로즈 TDF2030액티브,"10,510",15,+0.14%,0,400,700,74,0.00,N/A,N/A
1838,HANARO Fn K-메타버스MZ,"7,715",75,+0.98%,0,551,950,73,0.00,N/A,N/A
1839,KODEX TSE일본리츠(H),"12,185",25,+0.21%,0,"1,336",600,73,0.00,N/A,N/A
1840,마이티 코스피100,"26,090",315,+1.22%,0,24,280,73,0.00,N/A,N/A
1841,일양약품우,"16,400",200,-1.20%,"2,500","1,999",445,73,0.26,19.85,N/A
1842,ACE 스마트로우볼,"14,560",130,+0.90%,0,17,500,73,0.00,N/A,N/A
1843,KODEX 200동일가중,"10,390",115,+1.12%,0,"3,857",700,73,0.00,N/A,N/A
1844,남선알미우,"23,600",200,+0.85%,500,"1,211",308,73,0.23,157.33,N/A
1845,KODEX 미국채울트라30년선물인버스(H),"10,375",55,-0.53%,0,"1,216",700,73,0.00,N/A,N/A
1846,TIGER MSCI KOREA ESG유니버설,"10,075",85,+0.85%,0,31,720,73,0.00,N/A,N/A
1847,KBSTAR 국채선물3년,"51,610",200,+0.39%,0,6,140,72,0.00,N/A,N/A
1848,KOSEF 코스닥150선물레버리지,"5,640",175,+3.20%,0,"47,126","1,280",72,0.02,N/A,N/A
1849,ARIRANG 미국달러SOFR금리액티브(합성),"48,080",540,-1.11%,0,2,150,72,0.00,N/A,N/A
1850,TIGER 미국달러선물레버리지,"12,015",230,-1.88%,0,"19,500",600,72,0.00,N/A,N/A
1851,TIMEFOLIO K컬처액티브,"9,005",65,+0.73%,0,"21,149",800,72,0.00,N/A,N/A
1852,HANARO KRX기후변화솔루션,"12,995",125,+0.97%,0,"1,060",550,71,0.00,N/A,N/A
1853,KODEX MSCI모멘텀,"11,880",135,+1.15%,0,8,600,71,0.00,N/A,N/A
1854,대신 2X 알루미늄 선물 ETN(H),"7,120",335,+4.94%,0,"5,209","1,000",71,0.00,N/A,N/A
1855,ACE 스마트모멘텀,"14,210",160,+1.14%,0,32,500,71,0.00,N/A,N/A
1856,TIGER 코스피중형주,"14,205",100,+0.71%,0,55,500,71,0.00,N/A,N/A
1857,KBSTAR 유로스탁스50(H),"11,825",105,+0.90%,0,423,600,71,0.00,N/A,N/A
1858,덕성우,"5,080",20,-0.39%,500,"6,573","1,392",71,0.95,39.08,N/A
1859,TRUE 인버스 2X HSCEI ETN(H),"7,055",415,-5.56%,0,"21,951","1,000",71,0.00,N/A,N/A
1860,TIGER 모멘텀,"25,105",145,-0.57%,0,712,280,70,0.00,N/A,N/A
1861,대신 S&P WTI원유 선물 ETN,"7,020",30,+0.43%,0,3,"1,000",70,0.00,N/A,N/A
1862,HANARO 글로벌생성형AI액티브,"10,020",75,+0.75%,0,"13,838",700,70,0.00,N/A,N/A
1863,삼성 알루미늄 선물 ETN,"7,005",100,+1.45%,0,1,"1,000",70,0.00,N/A,N/A
1864,KODEX 한중반도체(합성),"11,655",130,+1.13%,0,101,600,70,0.00,N/A,N/A
1865,KB KOSDAQ 150 선물 ETN,"9,980",165,+1.68%,0,"36,246",700,70,0.00,N/A,N/A
1866,KB 레버리지 구리 선물 ETN(H),"13,970",445,+3.29%,0,320,500,70,0.00,N/A,N/A
1867,TIGER 경기방어채권혼합,"8,730",70,+0.81%,0,"2,253",800,70,0.00,N/A,N/A
1868,대신 천연가스 선물 ETN(H),"6,980",185,-2.58%,0,"9,996","1,000",70,0.00,N/A,N/A
1869,KBSTAR V&S셀렉트밸류,"13,935",150,+1.09%,0,265,500,70,0.00,N/A,N/A
1870,KBSTAR 200고배당커버드콜ATM,"6,950",25,+0.36%,0,"15,166","1,000",70,0.00,N/A,N/A
1871,KB 인버스 2X KOSPI 200 선물 ETN,"13,725",310,-2.21%,0,"1,040",500,69,0.00,N/A,N/A
1872,KODEX 국채선물10년인버스,"54,250",490,-0.90%,0,582,126,68,0.00,N/A,N/A
1873,KOSEF 독일DAX,"10,515",105,+1.01%,0,820,650,68,0.00,N/A,N/A
1874,UNICORN R&D 액티브,"11,360",145,+1.29%,0,13,600,68,0.00,N/A,N/A
1875,ARIRANG S&P글로벌인프라,"13,625",110,+0.81%,0,7,500,68,0.00,N/A,N/A
1876,KB 레버리지 KRX 리츠 TOP 10 ETN,"6,795",235,+3.58%,0,"1,656","1,000",68,0.00,N/A,N/A
1877,신한 인버스 2X Russell 2000 ETN,"6,755",250,-3.57%,0,"7,861","1,000",68,0.00,N/A,N/A
1878,신한 레버리지 10년 국채선물 ETN,"9,645",0,0.00%,0,0,700,68,0.00,N/A,N/A
1879,KBSTAR 차이나항셍테크,"5,850",155,+2.72%,0,"6,281","1,150",67,1.04,N/A,N/A
1880,ARIRANG 코스피,"26,840",215,+0.81%,0,505,250,67,0.00,N/A,N/A
1881,ARIRANG KS밸류가중TR,"14,875",45,+0.30%,0,"59,982",450,67,0.00,N/A,N/A
1882,메리츠 레버리지 미국채10년 ETN(H),"6,685",115,+1.75%,0,"38,404","1,000",67,0.00,N/A,N/A
1883,HANARO Fn K-푸드,"8,820",50,+0.57%,0,"4,492",750,66,0.00,N/A,N/A
1884,ACE 스마트하이베타,"13,130",155,+1.19%,0,13,500,66,0.00,N/A,N/A
1885,KODEX MSCI밸류,"10,925",110,+1.02%,0,686,600,66,0.00,N/A,N/A
1886,메리츠 STAR 50 ETN,"6,515",0,0.00%,0,0,"1,000",65,0.00,N/A,N/A
1887,HANARO Fn5G산업,"11,845",400,+3.49%,0,314,550,65,1.79,N/A,N/A
1888,KBSTAR 글로벌농업경제MV,"9,245",90,-0.96%,0,"1,299",700,65,0.00,N/A,N/A
1889,KODEX 밸류Plus,"8,065",5,-0.06%,0,"31,288",800,65,0.00,N/A,N/A
1890,TIGER 의료기기,"16,120",210,+1.32%,0,"5,964",400,64,0.00,N/A,N/A
1891,금강공업우,"10,900",100,-0.91%,"1,000","1,715",590,64,1.07,6.61,N/A
1892,ACE 중국본토CSI300레버리지(합성),"2,920",5,-0.17%,0,"30,593","2,200",64,0.00,N/A,N/A
1893,파워 고배당저변동성,"26,770",100,+0.37%,0,53,240,64,0.00,N/A,N/A
1894,KODEX 국채선물3년인버스,"53,520",0,0.00%,0,0,120,64,0.00,N/A,N/A
1895,HANARO 글로벌신재생에너지MSCI(합성),"9,175",125,+1.38%,0,98,700,64,0.00,N/A,N/A
1896,동원시스템즈우,"24,250",300,-1.22%,"5,000",276,264,64,0.15,9.98,N/A
1897,KOSEF 차이나내수소비TOP CSI,"8,535",70,+0.83%,0,"81,965",750,64,0.00,N/A,N/A
1898,KBSTAR 200에너지화학,"10,320",130,+1.28%,0,"2,351",620,64,0.00,N/A,N/A
1899,KODEX 경기소비재,"9,120",50,+0.55%,0,"3,228",700,64,0.00,N/A,N/A
1900,HANARO Fn친환경에너지,"9,775",165,+1.72%,0,"13,678",650,64,0.00,N/A,N/A
1901,HANARO KRX300,"15,865",80,+0.51%,0,44,400,63,0.00,N/A,N/A
1902,ARIRANG 글로벌MSCI(합성 H),"16,260",225,+1.40%,0,19,390,63,0.00,N/A,N/A
1903,ACE 중국과창판STAR50,"7,045",5,-0.07%,0,"1,261",900,63,0.00,N/A,N/A
1904,ARIRANG KS모멘텀가중TR,"14,065",80,+0.57%,0,"73,825",450,63,0.00,N/A,N/A
1905,한양증권우,"12,030",30,-0.25%,"5,000",92,525,63,0.14,7.70,N/A
1906,KOSEF 차이나A50커넥트인버스MSCI(합성 H),"9,705",195,-1.97%,0,1,650,63,0.00,N/A,N/A
1907,ARIRANG 고배당저변동50,"10,480",15,+0.14%,0,510,600,63,0.00,N/A,N/A
1908,TIGER 우선주,"11,565",45,+0.39%,0,"3,684",540,62,0.00,N/A,N/A
1909,삼성 HSCEI ETN(H),"6,225",165,+2.72%,0,"4,901","1,000",62,0.00,N/A,N/A
1910,HANARO 농업융복합산업,"11,310",75,+0.67%,0,273,550,62,0.00,N/A,N/A
1911,KB 인버스 KOSDAQ150 선물 ETN,"8,880",180,-1.99%,0,92,700,62,0.00,N/A,N/A
1912,KODEX 최소변동성,"10,335",150,+1.47%,0,20,600,62,0.00,N/A,N/A
1913,동부건설우,"27,450",150,+0.55%,"5,000",904,226,62,18.59,107.65,N/A
1914,KODEX K-이노베이션액티브,"11,260",115,+1.03%,0,"1,275",550,62,0.00,N/A,N/A
1915,TIGER 200 산업재,"6,585",40,+0.61%,0,"75,134",940,62,0.00,N/A,N/A
1916,KB KOSPI 200 선물 ETN,"8,835",115,+1.32%,0,4,700,62,0.00,N/A,N/A
1917,TIGER 200커버드콜5%OTM,"12,320",115,+0.94%,0,409,500,62,0.00,N/A,N/A
1918,대원전선우,"2,330",45,-1.89%,500,"2,293","2,621",61,0.80,129.44,N/A
1919,WOORI AI ESG액티브,"8,715",45,+0.52%,0,139,700,61,0.00,N/A,N/A
1920,WOORI 200,"34,680",285,+0.83%,0,"1,382",175,61,0.00,N/A,N/A
1921,KODEX 200 중소형,"12,105",15,+0.12%,0,763,500,61,0.00,N/A,N/A
1922,크라운해태홀딩스우,"10,040",230,-2.24%,500,"1,818",601,60,1.38,"1,434.29",N/A
1923,KOSEF SK그룹대표주,"10,900",15,-0.14%,0,298,550,60,0.00,N/A,N/A
1924,ARIRANG KS로우볼가중TR,"11,985",20,+0.17%,0,"78,180",500,60,0.00,N/A,N/A
1925,TIGER 차이나항셍25,"13,265",205,+1.57%,0,328,450,60,0.00,N/A,N/A
1926,HANARO 고배당,"10,820",55,+0.51%,0,"9,528",550,60,0.00,N/A,N/A
1927,KOSEF 차이나A50커넥트레버리지MSCI(합성H),"9,140",0,0.00%,0,0,650,59,0.18,N/A,N/A
1928,KBSTAR 200IT,"14,775",180,+1.23%,0,34,400,59,0.00,N/A,N/A
1929,KBSTAR 헬스케어,"10,730",195,+1.85%,0,"4,883",550,59,0.00,N/A,N/A
1930,대신 인버스 철광석 선물 ETN(H) B,"5,900",85,-1.42%,0,945,"1,000",59,0.00,N/A,N/A
1931,ACE Fn성장소비주도주,"5,890",40,+0.68%,0,"3,168","1,000",59,0.00,N/A,N/A
1932,KBSTAR 수출주,"11,750",150,+1.29%,0,42,500,59,0.00,N/A,N/A
1933,ACE 주주환원가치주액티브,"10,655",30,+0.28%,0,3,550,59,0.00,N/A,N/A
1934,히어로즈 글로벌리츠이지스액티브,"8,990",5,-0.06%,0,31,650,58,0.00,N/A,N/A
1935,TIGER 코스피대형주,"12,955",170,+1.33%,0,59,450,58,0.00,N/A,N/A
1936,하이트진로홀딩스우,"12,320",10,-0.08%,"5,000",268,471,58,0.67,13.08,N/A
1937,노루페인트우,"12,520",260,-2.03%,500,"1,786",463,58,0.00,19.94,N/A
1938,TIGER 라틴35,"4,140",30,-0.72%,0,"3,530","1,400",58,0.00,N/A,N/A
1939,ACE Fn5G플러스,"8,265",395,+5.02%,0,825,700,58,0.00,N/A,N/A
1940,ARIRANG 신흥국MSCI인버스(합성 H),"11,075",295,-2.59%,0,10,520,58,0.00,N/A,N/A
1941,대신 S&P500 VIX S/T 선물 ETN,"5,745",415,-6.74%,0,"6,469","1,000",57,0.00,N/A,N/A
1942,ARIRANG K-유니콘투자기업액티브,"9,500",75,+0.80%,0,26,600,57,0.00,N/A,N/A
1943,삼성 항셍테크 ETN(H),"5,700",165,+2.98%,0,2,"1,000",57,0.00,N/A,N/A
1944,코리아써키트2우B,"7,250",30,+0.42%,500,"2,597",784,57,2.22,5.73,N/A
1945,KBSTAR 200중공업,"12,905",105,+0.82%,0,"6,545",440,57,0.00,N/A,N/A
1946,ACE 일본TOPIX인버스(합성 H),"3,340",40,-1.18%,0,"14,015","1,700",57,0.00,N/A,N/A
1947,ARIRANG 단기채권액티브,"109,010",55,+0.05%,0,"2,560",52,57,0.00,N/A,N/A
1948,MASTER 테크미디어텔레콤액티브,"8,635",175,+2.07%,0,"5,044",650,56,0.00,N/A,N/A
1949,ARIRANG KS퀄리티가중TR,"13,985",95,+0.68%,0,"68,951",400,56,0.00,N/A,N/A
1950,TIGER 200 경기소비재,"15,540",30,+0.19%,0,461,360,56,0.00,N/A,N/A
1951,ACE 국채선물10년인버스,"111,710",0,0.00%,0,0,50,56,0.00,N/A,N/A
1952,KBSTAR 중소형고배당,"11,065",20,+0.18%,0,929,500,55,0.00,N/A,N/A
1953,HK 베스트일레븐액티브,"7,890",105,+1.35%,0,17,700,55,0.00,N/A,N/A
1954,SOL 한국형글로벌플랫폼&메타버스액티브,"10,585",10,+0.09%,0,"21,730",520,55,0.21,N/A,N/A
1955,KODEX TDF2040액티브,"11,000",45,+0.41%,0,"1,412",500,55,0.00,N/A,N/A
1956,ARIRANG 글로벌수소&차세대연료전지MV,"6,415",0,0.00%,0,"6,069",850,55,0.00,N/A,N/A
1957,ARIRANG 심천차이넥스트(합성),"9,065",30,+0.33%,0,147,600,54,0.00,N/A,N/A
1958,KBSTAR KRX300미국달러선물혼합,"15,475",95,-0.61%,0,18,350,54,0.00,N/A,N/A
1959,신한 인버스 2X S&P500 선물 ETN,"2,690",90,-3.24%,0,"24,060","2,000",54,0.00,N/A,N/A
1960,ACE 국채선물3년인버스,"107,575",0,0.00%,0,0,50,54,0.00,N/A,N/A
1961,WOORI 미국S&P500,"10,690",20,+0.19%,0,453,500,53,0.00,N/A,N/A
1962,WOORI 미국S&P우주항공&디펜스,"10,650",140,-1.30%,0,346,500,53,0.00,N/A,N/A
1963,ARIRANG 스마트베타Quality채권혼합,"10,615",30,+0.28%,0,"10,873",500,53,0.00,N/A,N/A
1964,TIGER 200에너지화학레버리지,"10,550",195,+1.88%,0,"70,482",500,53,0.00,N/A,N/A
1965,KBSTAR TDF2050액티브,"10,550",55,+0.52%,0,"4,670",500,53,0.00,N/A,N/A
1966,KBSTAR TDF2040액티브,"10,525",60,+0.57%,0,441,500,53,0.00,N/A,N/A
1967,KBSTAR 팔라듐선물(H),"7,015",225,+3.31%,0,"7,640",750,53,0.00,N/A,N/A
1968,KBSTAR 우량업종,"10,520",90,+0.86%,0,53,500,53,0.00,N/A,N/A
1969,깨끗한나라우,"14,350",150,-1.03%,"1,000",402,366,53,3.57,-29.47,N/A
1970,ACE 필리핀MSCI(합성),"13,120",65,+0.50%,0,9,400,52,0.00,N/A,N/A
1971,KBSTAR 글로벌데이터센터리츠나스닥(합성),"10,485",160,+1.55%,0,"4,729",500,52,0.00,N/A,N/A
1972,KBSTAR TDF2030액티브,"10,440",50,+0.48%,0,"1,259",500,52,0.00,N/A,N/A
1973,TIGER 200커뮤니케이션서비스,"17,325",235,+1.38%,0,222,300,52,0.00,N/A,N/A
1974,TIGER 로우볼,"10,380",30,+0.29%,0,7,500,52,0.00,N/A,N/A
1975,노루홀딩스우,"20,800",350,+1.71%,500,"1,310",244,51,1.56,11.14,N/A
1976,금호건설우,"17,190",40,+0.23%,"5,000",96,292,50,0.00,30.92,N/A
1977,KODEX MSCI퀄리티,"8,365",155,+1.89%,0,693,600,50,0.00,N/A,N/A
1978,KOSEF 릭소글로벌디지털경제MSCI,"8,360",15,-0.18%,0,185,600,50,0.00,N/A,N/A
1979,HK S&P코리아로우볼,"11,065",165,+1.51%,0,24,450,50,0.00,N/A,N/A
1980,KODEX 차이나메타버스액티브,"9,835",210,+2.18%,0,107,500,49,11.31,N/A,N/A
1981,HANARO 글로벌백신치료제MSCI,"9,805",140,-1.41%,0,10,500,49,0.00,N/A,N/A
1982,신한 인버스 2X 금 선물 ETN,"4,895",155,-3.07%,0,"5,544","1,000",49,0.00,N/A,N/A
1983,서울식품우,"2,200",30,-1.35%,100,"9,317","2,224",49,0.18,N/A,N/A
1984,TIGER 증권,"3,740",65,+1.77%,0,"13,040","1,300",49,0.00,N/A,N/A
1985,KODEX MSCI EM선물(H),"8,090",190,+2.41%,0,820,600,49,0.00,N/A,N/A
1986,계양전기우,"4,120",15,+0.37%,500,"3,369","1,169",48,1.78,-6.28,N/A
1987,히어로즈 리츠이지스액티브,"7,385",80,+1.10%,0,130,650,48,0.00,N/A,N/A
1988,성문전자우,"7,950",150,+1.92%,500,17,600,48,0.16,68.53,N/A
1989,ARIRANG 200동일가중,"9,445",20,+0.21%,0,428,500,47,0.00,N/A,N/A
1990,HANARO 200선물인버스,"10,335",105,-1.01%,0,"1,017",450,46,4.11,N/A,N/A
1991,ACE 차이나항셍테크,"5,810",160,+2.83%,0,"5,103",800,46,0.57,N/A,N/A
1992,KODEX 멀티에셋하이인컴(H),"9,245",20,-0.22%,0,167,500,46,0.00,N/A,N/A
1993,미래에셋 인버스 전기전자 Core5 ETN,"2,305",45,-1.91%,0,"1,170","2,000",46,0.00,N/A,N/A
1994,KBSTAR Fn K-뉴딜디지털플러스,"9,210",170,+1.88%,0,56,500,46,0.00,N/A,N/A
1995,ARIRANG 글로벌D램반도체iSelect,"12,955",30,+0.23%,0,"1,910",350,45,0.00,N/A,N/A
1996,마이티 200커버드콜ATM레버리지,"7,515",175,+2.38%,0,4,600,45,0.00,N/A,N/A
1997,CJ씨푸드1우,"22,400",400,+1.82%,500,45,200,45,0.19,155.56,N/A
1998,HK 하이볼액티브,"8,140",145,+1.81%,0,8,550,45,0.00,N/A,N/A
1999,HANARO 미국메타버스iSelect,"11,170",365,+3.38%,0,569,400,45,0.00,N/A,N/A
2000,진흥기업우B,"5,170",10,-0.19%,500,165,857,44,0.23,15.48,N/A
2001,TIGER 지주회사,"8,620",15,+0.17%,0,875,500,43,0.00,N/A,N/A
2002,KBSTAR 200철강소재,"8,910",115,+1.31%,0,503,480,43,0.00,N/A,N/A
2003,SOL 차이나강소기업CSI500(합성 H),"4,730",55,+1.18%,0,586,900,43,0.00,N/A,N/A
2004,ARIRANG 국채선물3년,"52,825",0,0.00%,0,0,80,42,0.00,N/A,N/A
2005,TRUE 인버스 나스닥 100 ETN,"4,220",100,-2.31%,0,"18,562","1,000",42,0.00,N/A,N/A
2006,MASTER 스마트커머스액티브,"7,020",20,+0.29%,0,"1,507",600,42,0.00,N/A,N/A
2007,ARIRANG 코스닥150선물인버스,"5,985",115,-1.89%,0,"10,312",700,42,0.00,N/A,N/A
2008,흥국화재우,"5,420",10,-0.18%,"5,000","1,398",768,42,0.25,1.81,N/A
2009,HANARO Fn골프테마,"6,375",45,+0.71%,0,787,650,41,0.00,N/A,N/A
2010,미래에셋 인버스 원유선물혼합 ETN(H),"4,135",45,-1.08%,0,166,"1,000",41,0.00,N/A,N/A
2011,KOSEF 코스닥150선물인버스,"6,935",130,-1.84%,0,"4,994",590,41,0.00,N/A,N/A
2012,KODEX 퀄리티Plus,"8,140",80,+0.99%,0,68,500,41,0.00,N/A,N/A
2013,ARIRANG K리츠Fn,"7,345",110,+1.52%,0,"2,859",550,40,0.00,N/A,N/A
2014,KBSTAR Fn창업투자회사,"6,100",80,+1.33%,0,"2,010",660,40,0.00,N/A,N/A
2015,TIGER 방송통신,"6,995",10,+0.14%,0,"1,952",560,39,0.00,N/A,N/A
2016,HANARO 코스닥150선물레버리지,"11,385",355,+3.22%,0,"1,709",340,39,0.00,N/A,N/A
2017,유유제약2우B,"11,750",20,-0.17%,"1,000",42,326,38,0.04,-41.67,N/A
2018,ARIRANG 글로벌희토류전략자원기업MV,"8,430",30,+0.36%,0,"3,312",450,38,0.00,N/A,N/A
2019,동양2우B,"11,810","1,390",-10.53%,500,"4,677",309,36,0.00,302.82,N/A
2020,KOSEF 200선물인버스,"5,780",75,-1.28%,0,"4,941",630,36,0.00,N/A,N/A
2021,KBSTAR 국채선물10년,"50,530",455,+0.91%,0,169,72,36,0.00,N/A,N/A
2022,동양우,"5,790",150,-2.53%,500,465,618,36,0.29,148.46,N/A
2023,QV 인버스 레버리지 S&P500 ETN,"1,770",60,-3.28%,0,132,"2,000",35,0.00,N/A,N/A
2024,TRUE 레버리지 HSCEI ETN(H),"3,515",135,+3.99%,0,"7,059","1,000",35,0.00,N/A,N/A
2025,진흥기업2우B,"11,910",30,-0.25%,500,128,295,35,0.17,35.66,N/A
2026,ARIRANG 코스닥150,"13,975",215,+1.56%,0,703,250,35,0.00,N/A,N/A
2027,TIGER 200 생활소비재,"7,595",90,+1.20%,0,"3,013",460,35,0.00,N/A,N/A
2028,TIGER 금속선물(H),"5,805",100,+1.75%,0,"1,005",600,35,0.00,N/A,N/A
2029,KODEX 골드선물인버스(H),"6,905",70,-1.00%,0,"3,032",500,35,0.00,N/A,N/A
2030,KBSTAR Fn플랫폼테마,"6,585",95,+1.46%,0,"1,162",520,34,0.00,N/A,N/A
2031,KBSTAR 코스닥150선물인버스,"4,005",60,-1.48%,0,"7,094",850,34,0.13,N/A,N/A
2032,ACE 인버스,"5,535",50,-0.90%,0,"6,541",600,33,0.00,N/A,N/A
2033,TIGER 코스닥150IT,"15,060",280,+1.89%,0,"1,341",220,33,0.00,N/A,N/A
2034,KBSTAR 200금융,"7,700",80,+1.05%,0,209,420,32,0.00,N/A,N/A
2035,ARIRANG 주도업종,"9,155",30,+0.33%,0,463,350,32,0.00,N/A,N/A
2036,ARIRANG 글로벌인공지능산업MV,"10,610",45,+0.43%,0,"14,180",300,32,0.00,N/A,N/A
2037,KBSTAR 국채선물5년추종,"48,130",295,+0.62%,0,4,66,32,0.00,N/A,N/A
2038,ARIRANG 코스피중형주,"10,525",85,+0.81%,0,7,300,32,0.00,N/A,N/A
2039,KBSTAR 200경기소비재,"9,800",45,+0.46%,0,20,320,31,0.00,N/A,N/A
2040,KBSTAR 글로벌원자력iSelect,"10,430",330,-3.07%,0,"1,905",300,31,0.00,N/A,N/A
2041,KOSEF 미국ETF산업STOXX,"10,420",150,+1.46%,0,"1,316",300,31,0.00,N/A,N/A
2042,KBSTAR 차이나H선물인버스(H),"12,305",310,-2.46%,0,"3,747",250,31,0.00,N/A,N/A
